RepRapFirmware height map file v2 generated at 2020-12-04 18:48
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
0.00,210.00,5.00,205.00,-1.00,51.00,40.00,5,6
 -0.222, -0.104, -0.102, -0.152, -0.219
 -0.244, -0.092, -0.089, -0.155, -0.189
 -0.282, -0.079, -0.099, -0.149, -0.135
 -0.250, -0.027, -0.102, -0.122, -0.164
 -0.229, -0.079, -0.102, -0.082, -0.122
 -0.177, -0.059, -0.044, -0.032, -0.087
