RepRapFirmware height map file v2 generated at 2020-06-19 18:11
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
-20.00,159.00,5.00,205.00,-1.00,59.67,66.67,4,4
 -0.162, -0.067, -0.167, -0.177
 -0.102, -0.069, -0.167, -0.227
  0.006, -0.024, -0.129, -0.234
  0.088,  0.013, -0.074, -0.189
